UserID,MAC_Address,IP_Address,Login_Time,Duration_Minutes,Data_Usage_MB
user034,MAC_22:22:22,192.168.8.197,2025-09-27 09:32:00,5,369.8
user022,MAC_16:16:16,192.168.7.112,2025-09-27 10:06:00,135,284.04
user050,MAC_32:32:32,192.168.1.242,2025-09-27 10:53:00,50,253.29
user046,MAC_2E:2E:2E,192.168.1.129,2025-09-27 12:09:00,71,861.89
user037,MAC_25:25:25,192.168.2.107,2025-09-27 13:22:00,141,616.75
user044,MAC_2C:2C:2C,192.168.1.105,2025-09-27 13:33:00,77,805.53
user050,MAC_32:32:32,192.168.5.55,2025-09-27 14:05:00,74,453.49
user036,MAC_24:24:24,192.168.9.224,2025-09-27 14:45:00,196,66.97
user017,MAC_11:11:11,192.168.5.203,2025-09-27 15:55:00,103,480.37
user002,MAC_02:02:02,192.168.6.197,2025-09-27 16:51:00,112,328.94
user004,MAC_04:04:04,192.168.6.165,2025-09-27 17:18:00,185,914.85
user024,MAC_18:18:18,192.168.6.197,2025-09-27 17:26:00,147,289.46
user002,MAC_4A:50:3D,192.168.8.144,2025-09-27 18:04:00,131,530.75
user007,MAC_07:07:07,192.168.3.155,2025-09-27 18:40:00,147,280.66
user046,MAC_2E:2E:2E,192.168.8.197,2025-09-27 18:44:00,108,558.67
user048,MAC_30:30:30,192.168.6.165,2025-09-27 19:27:00,221,486.0
user028,MAC_1C:1C:1C,192.168.10.99,2025-09-27 19:45:00,69,16436.39
user015,MAC_0F:0F:0F,192.168.10.204,2025-09-27 19:53:00,112,393.48
user019,MAC_13:13:13,192.168.8.110,2025-09-27 19:59:00,120,619.02
user033,MAC_21:21:21,192.168.5.94,2025-09-27 20:16:00,5,790.99
user032,MAC_20:20:20,192.168.3.66,2025-09-27 22:52:00,16,644.72
user017,MAC_11:11:11,192.168.3.70,2025-09-27 22:57:00,189,479.78
user036,MAC_24:24:24,192.168.9.91,2025-09-28 00:15:00,155,1007.21
user021,MAC_15:15:15,192.168.6.165,2025-09-28 00:19:00,102,1211.1
user025,MAC_19:19:19,192.168.10.141,2025-09-28 00:26:00,164,291.59
user028,MAC_1C:1C:1C,192.168.6.26,2025-09-28 01:28:00,95,926.52
user046,MAC_2E:2E:2E,192.168.8.131,2025-09-28 01:48:00,115,112.08
user038,MAC_26:26:26,192.168.6.166,2025-09-28 02:00:00,79,543.92
user020,MAC_14:14:14,192.168.5.40,2025-09-28 02:26:00,125,508.91
user012,MAC_0C:0C:0C,192.168.6.166,2025-09-28 03:33:00,175,1030.02
user025,MAC_19:19:19,192.168.10.173,2025-09-28 04:43:00,168,633.73
user044,MAC_2C:2C:2C,192.168.3.78,2025-09-28 05:16:00,177,71.91
user031,MAC_1F:1F:1F,192.168.7.57,2025-09-28 05:36:00,111,38.27
user008,MAC_08:08:08,192.168.9.199,2025-09-28 06:11:00,31,263.15
user027,MAC_1B:1B:1B,192.168.10.173,2025-09-28 06:45:00,47,472.37
user042,MAC_2A:2A:2A,192.168.1.204,2025-09-28 06:49:00,181,584.99
user042,MAC_2A:2A:2A,192.168.3.4,2025-09-28 07:45:00,194,208.14
user017,MAC_11:11:11,192.168.7.111,2025-09-28 08:03:00,157,476.96
user004,MAC_04:04:04,192.168.9.142,2025-09-28 09:03:00,99,515.75
user041,MAC_29:29:29,192.168.9.99,2025-09-28 09:19:00,140,822.54
user008,MAC_08:08:08,192.168.9.99,2025-09-28 09:29:00,53,124.45
user013,MAC_0D:0D:0D,192.168.7.185,2025-09-28 09:56:00,159,337.12
user024,MAC_18:18:18,192.168.1.141,2025-09-28 10:04:00,8,180.69
user012,MAC_0C:0C:0C,192.168.9.129,2025-09-28 11:56:00,86,883.22
user045,MAC_2D:2D:2D,192.168.7.40,2025-09-28 12:27:00,61,462.0
user011,MAC_0B:0B:0B,192.168.1.49,2025-09-28 12:43:00,79,784.09
user036,MAC_24:24:24,192.168.1.55,2025-09-28 12:45:00,80,614.2
user021,MAC_15:15:15,192.168.10.173,2025-09-28 13:20:00,139,111.74
user008,MAC_08:08:08,192.168.3.112,2025-09-28 14:03:00,7,462.87
user025,MAC_19:19:19,192.168.1.238,2025-09-28 14:08:00,112,219.56
user005,MAC_05:05:05,192.168.1.144,2025-09-28 14:28:00,100,8970.82
user014,MAC_0E:0E:0E,192.168.3.148,2025-09-28 14:45:00,97,477.56
user007,MAC_07:07:07,192.168.9.150,2025-09-28 14:50:00,102,85.74
user033,MAC_21:21:21,192.168.8.133,2025-09-28 15:15:00,125,569.98
user029,MAC_1D:1D:1D,192.168.5.87,2025-09-28 15:17:00,105,554.05
user011,MAC_0B:0B:0B,192.168.10.173,2025-09-28 15:21:00,62,132.49
user035,MAC_23:23:23,192.168.9.129,2025-09-28 15:41:00,176,257.25
user001,MAC_01:01:01,192.168.10.83,2025-09-28 15:42:00,130,477.86
user008,MAC_08:08:08,192.168.7.135,2025-09-28 15:47:00,132,281.06
user023,MAC_17:17:17,192.168.3.148,2025-09-28 16:51:00,2287,730.13
user003,MAC_03:03:03,192.168.3.70,2025-09-28 17:15:00,92,416.67
user012,MAC_0C:0C:0C,192.168.8.144,2025-09-28 17:41:00,140,488.05
user009,MAC_09:09:09,192.168.2.166,2025-09-28 17:58:00,5,779.12
user035,MAC_23:23:23,192.168.2.107,2025-09-28 18:46:00,37,1076.54
user003,MAC_03:03:03,192.168.1.57,2025-09-28 18:54:00,117,221.29
user025,MAC_19:19:19,192.168.6.197,2025-09-28 19:57:00,157,460.21
user011,MAC_0B:0B:0B,192.168.9.101,2025-09-28 20:19:00,13,873.24
user004,MAC_04:04:04,192.168.7.135,2025-09-28 20:51:00,112,157.45
user024,MAC_18:18:18,192.168.1.20,2025-09-28 21:04:00,208,294.57
user045,MAC_2D:2D:2D,192.168.8.110,2025-09-28 22:15:00,4384,174.07
user011,MAC_0B:0B:0B,192.168.7.193,2025-09-28 22:17:00,133,217.6
user039,MAC_27:27:27,192.168.7.24,2025-09-28 23:00:00,268,368.62
user049,MAC_31:31:31,192.168.5.151,2025-09-28 23:11:00,257,822.8
user034,MAC_22:22:22,192.168.7.58,2025-09-28 23:54:00,221,222.06
user030,MAC_1E:1E:1E,192.168.7.40,2025-09-29 02:14:00,115,160.94
user027,MAC_1B:1B:1B,192.168.1.6,2025-09-29 03:17:00,59,461.73
user020,MAC_14:14:14,192.168.7.193,2025-09-29 03:20:00,106,1001.4
user004,MAC_04:04:04,192.168.8.110,2025-09-29 03:34:00,114,61.86
user006,MAC_06:06:06,192.168.4.196,2025-09-29 04:03:00,72,624.24
user046,MAC_2E:2E:2E,192.168.4.186,2025-09-29 04:05:00,219,403.07
user001,MAC_01:01:01,192.168.5.221,2025-09-29 05:24:00,2492,563.52
user016,MAC_10:10:10,192.168.5.34,2025-09-29 05:33:00,56,542.09
user038,MAC_26:26:26,192.168.4.174,2025-09-29 05:46:00,71,365.19
user047,MAC_2F:2F:2F,192.168.10.236,2025-09-29 06:50:00,161,913.25
user010,MAC_0A:0A:0A,192.168.7.38,2025-09-29 07:07:00,188,209.41
user011,MAC_0B:0B:0B,192.168.6.70,2025-09-29 07:47:00,140,612.26
user035,MAC_23:23:23,192.168.2.192,2025-09-29 09:47:00,111,78.34
user039,MAC_27:27:27,192.168.2.130,2025-09-29 09:53:00,53,758.82
user027,MAC_1B:1B:1B,192.168.5.34,2025-09-29 10:16:00,141,388.01
user001,MAC_01:01:01,192.168.9.44,2025-09-29 10:38:00,105,269.73
user040,MAC_28:28:28,192.168.4.250,2025-09-29 10:38:00,145,685.0
user045,MAC_2D:2D:2D,192.168.9.75,2025-09-29 11:14:00,103,458.88
user048,MAC_30:30:30,192.168.3.78,2025-09-29 11:18:00,117,351.98
user023,MAC_17:17:17,192.168.8.144,2025-09-29 11:27:00,215,482.34
user027,MAC_1B:1B:1B,192.168.9.141,2025-09-29 11:32:00,206,613.6
user050,MAC_32:32:32,192.168.4.88,2025-09-29 11:33:00,93,1045.61
user008,MAC_08:08:08,192.168.6.166,2025-09-29 12:10:00,80,696.88
user017,MAC_11:11:11,192.168.9.91,2025-09-29 12:47:00,67,411.46
user026,MAC_1A:1A:1A,192.168.3.70,2025-09-29 13:29:00,124,890.4
user023,MAC_17:17:17,192.168.1.238,2025-09-29 13:56:00,160,537.48
user022,MAC_16:16:16,192.168.6.26,2025-09-29 15:16:00,98,938.36
user033,MAC_21:21:21,192.168.7.200,2025-09-29 15:22:00,108,308.34
user041,MAC_29:29:29,192.168.10.204,2025-09-29 15:24:00,96,1030.36
user022,MAC_16:16:16,192.168.3.155,2025-09-29 15:26:00,193,267.29
user017,MAC_11:11:11,192.168.10.205,2025-09-29 15:52:00,197,28.63
user010,MAC_0A:0A:0A,192.168.3.221,2025-09-29 16:12:00,93,125.86
user002,MAC_02:02:02,192.168.9.72,2025-09-29 17:41:00,147,607.07
user032,MAC_20:20:20,192.168.4.254,2025-09-29 17:44:00,60,78.97
user019,MAC_13:13:13,192.168.1.204,2025-09-29 18:25:00,5,313.17
user009,MAC_09:09:09,192.168.7.112,2025-09-29 18:31:00,76,610.05
user015,MAC_0F:0F:0F,192.168.7.148,2025-09-29 18:37:00,108,322.26
user031,MAC_1F:1F:1F,192.168.4.196,2025-09-29 18:47:00,71,375.63
user006,MAC_06:06:06,192.168.10.141,2025-09-29 19:36:00,197,999.83
user009,MAC_09:09:09,192.168.10.42,2025-09-29 20:37:00,80,775.03
user020,MAC_14:14:14,192.168.6.254,2025-09-29 21:03:00,139,806.96
user043,MAC_2B:2B:2B,192.168.1.141,2025-09-29 21:52:00,140,563.12
user001,MAC_01:01:01,192.168.10.236,2025-09-29 22:33:00,71,674.33
user020,MAC_14:14:14,192.168.5.145,2025-09-29 22:41:00,125,1112.87
user018,MAC_12:12:12,192.168.5.101,2025-09-29 23:08:00,201,290.74
user027,MAC_1B:1B:1B,192.168.10.238,2025-09-30 00:12:00,100,85.49
user036,MAC_24:24:24,192.168.6.85,2025-09-30 00:52:00,219,836.84
user009,MAC_09:09:09,192.168.6.197,2025-09-30 01:12:00,84,384.4
user002,MAC_4A:50:3D,192.168.7.213,2025-09-30 02:23:00,183,605.61
user016,MAC_10:10:10,192.168.5.202,2025-09-30 03:10:00,186,340.54
user042,MAC_2A:2A:2A,192.168.2.169,2025-09-30 03:13:00,178,702.73
user016,MAC_10:10:10,192.168.10.75,2025-09-30 03:19:00,142,308.9
user018,MAC_12:12:12,192.168.5.115,2025-09-30 03:24:00,5,379.7
user044,MAC_2C:2C:2C,192.168.5.215,2025-09-30 03:49:00,170,815.16
user006,MAC_06:06:06,192.168.2.54,2025-09-30 03:55:00,88,19024.4
user039,MAC_27:27:27,192.168.10.151,2025-09-30 04:40:00,119,438.43
user030,MAC_1E:1E:1E,192.168.9.191,2025-09-30 05:14:00,243,623.36
user037,MAC_25:25:25,192.168.3.221,2025-09-30 05:50:00,186,357.62
user037,MAC_4A:3E:61,192.168.6.86,2025-09-30 06:21:00,121,635.16
user033,MAC_21:21:21,192.168.10.151,2025-09-30 07:34:00,144,403.04
user001,MAC_01:01:01,192.168.9.107,2025-09-30 08:17:00,192,790.59
user003,MAC_03:03:03,192.168.5.138,2025-09-30 08:35:00,162,414.48
user008,MAC_08:08:08,192.168.10.4,2025-09-30 08:37:00,213,16642.56
user016,MAC_10:10:10,192.168.10.4,2025-09-30 09:12:00,114,649.87
user040,MAC_28:28:28,192.168.10.4,2025-09-30 09:39:00,167,350.55
user016,MAC_10:10:10,192.168.4.186,2025-09-30 10:16:00,165,663.36
user008,MAC_08:08:08,192.168.3.171,2025-09-30 12:51:00,101,108.85
user009,MAC_09:09:09,192.168.4.10,2025-09-30 12:55:00,90,490.12
user004,MAC_04:04:04,192.168.4.250,2025-09-30 13:00:00,148,465.76
user004,MAC_04:04:04,192.168.2.168,2025-09-30 13:17:00,92,196.31
user022,MAC_16:16:16,192.168.10.99,2025-09-30 13:46:00,142,63.81
user024,MAC_18:18:18,192.168.10.205,2025-09-30 13:57:00,42,1003.82
user019,MAC_13:13:13,192.168.5.19,2025-09-30 14:45:00,187,773.94
user022,MAC_16:16:16,192.168.9.224,2025-09-30 15:25:00,157,1296.39
user027,MAC_1B:1B:1B,192.168.9.107,2025-09-30 15:37:00,108,32.08
user045,MAC_2D:2D:2D,192.168.3.173,2025-09-30 16:10:00,100,5.98
user001,MAC_01:01:01,192.168.9.99,2025-09-30 17:06:00,202,905.45
user002,MAC_02:02:02,192.168.6.70,2025-09-30 17:39:00,97,462.69
user048,MAC_30:30:30,192.168.1.40,2025-09-30 18:21:00,145,1127.42
user034,MAC_22:22:22,192.168.5.20,2025-09-30 18:25:00,136,341.51
user037,MAC_25:25:25,192.168.5.58,2025-09-30 18:28:00,51,840.72
user009,MAC_09:09:09,192.168.9.44,2025-09-30 18:46:00,87,666.06
user010,MAC_0A:0A:0A,192.168.9.129,2025-09-30 19:15:00,178,487.5
user038,MAC_26:26:26,192.168.7.70,2025-09-30 19:16:00,210,57.42
user024,MAC_18:18:18,192.168.7.18,2025-09-30 20:06:00,137,595.28
user034,MAC_22:22:22,192.168.8.133,2025-09-30 20:21:00,170,261.34
user013,MAC_0D:0D:0D,192.168.8.104,2025-09-30 20:37:00,130,13526.84
user024,MAC_18:18:18,192.168.9.199,2025-09-30 21:03:00,26,351.75
user040,MAC_28:28:28,192.168.8.133,2025-09-30 22:52:00,138,243.14
user012,MAC_0C:0C:0C,192.168.1.108,2025-09-30 23:20:00,116,563.98
